trial_in_block,outcome_level,actual_outcome,effort,action_type,trial_order,attention_focus,global_effort_state,block_number,trial_in_experiment,schedule_version
8,60,71,70,approach,order1,heart,shifted,3,108,A_813
9,80,91,55,approach,order1,heart,shifted,3,109,A_813
10,80,87,75,approach,order1,heart,shifted,3,110,A_813
11,100,114,90,approach,order1,heart,shifted,3,111,A_813
12,40,40,60,approach,order1,heart,shifted,3,112,A_813
13,100,85,55,approach,order1,heart,shifted,3,113,A_813
14,40,42,60,approach,order1,heart,shifted,3,114,A_813
15,20,18,50,approach,order1,heart,shifted,3,115,A_813
16,40,34,95,approach,order1,heart,shifted,3,116,A_813
17,80,74,80,approach,order1,heart,shifted,3,117,A_813
18,60,67,75,approach,order1,heart,shifted,3,118,A_813
19,80,72,85,approach,order1,heart,shifted,3,119,A_813
20,20,20,90,approach,order1,heart,shifted,3,120,A_813
21,40,38,70,approach,order1,heart,shifted,3,121,A_813
22,40,39,55,approach,order1,heart,shifted,3,122,A_813
23,100,119,60,approach,order1,heart,shifted,3,123,A_813
24,80,98,80,approach,order1,heart,shifted,3,124,A_813
25,80,97,65,approach,order1,heart,shifted,3,125,A_813
26,20,21,55,approach,order1,heart,shifted,3,126,A_813
27,40,35,75,approach,order1,heart,shifted,3,127,A_813
28,60,60,65,approach,order1,heart,shifted,3,128,A_813
29,80,77,90,approach,order1,heart,shifted,3,129,A_813
30,80,59,50,approach,order1,heart,shifted,3,130,A_813
31,20,23,80,approach,order1,heart,shifted,3,131,A_813
32,40,41,50,approach,order1,heart,shifted,3,132,A_813
33,20,20,55,approach,order1,heart,shifted,3,133,A_813
34,80,81,100,approach,order1,heart,shifted,3,134,A_813
35,100,98,90,approach,order1,heart,shifted,3,135,A_813
36,40,34,65,approach,order1,heart,shifted,3,136,A_813
37,100,91,95,approach,order1,heart,shifted,3,137,A_813
38,60,62,65,approach,order1,heart,shifted,3,138,A_813
39,100,83,80,approach,order1,heart,shifted,3,139,A_813
40,20,16,85,approach,order1,heart,shifted,3,140,A_813
41,100,101,85,approach,order1,heart,shifted,3,141,A_813
42,40,41,90,approach,order1,heart,shifted,3,142,A_813
43,40,36,55,approach,order1,heart,shifted,3,143,A_813
44,40,43,80,approach,order1,heart,shifted,3,144,A_813
45,80,86,75,approach,order1,heart,shifted,3,145,A_813
46,100,104,75,approach,order1,heart,shifted,3,146,A_813
47,60,67,75,approach,order1,heart,shifted,3,147,A_813
48,100,98,85,approach,order1,heart,shifted,3,148,A_813
49,100,98,65,approach,order1,heart,shifted,3,149,A_813
50,60,65,70,approach,order1,heart,shifted,3,150,A_813
1,-100,-115,65,avoid,order1,reward,normal,4,151,A_813
2,-60,-59,50,avoid,order1,reward,normal,4,152,A_813
3,-20,-19,55,avoid,order1,reward,normal,4,153,A_813
4,-80,-88,100,avoid,order1,reward,normal,4,154,A_813
5,-20,-18,95,avoid,order1,reward,normal,4,155,A_813
6,-20,-21,75,avoid,order1,reward,normal,4,156,A_813
7,-80,-87,65,avoid,order1,reward,normal,4,157,A_813
8,-100,-100,60,avoid,order1,reward,normal,4,158,A_813
9,-20,-20,60,avoid,order1,reward,normal,4,159,A_813
10,-60,-63,100,avoid,order1,reward,normal,4,160,A_813
11,-80,-93,80,avoid,order1,reward,normal,4,161,A_813
12,-20,-16,70,avoid,order1,reward,normal,4,162,A_813
13,-20,-21,50,avoid,order1,reward,normal,4,163,A_813
14,-40,-39,50,avoid,order1,reward,normal,4,164,A_813
15,-40,-38,85,avoid,order1,reward,normal,4,165,A_813
16,-60,-52,80,avoid,order1,reward,normal,4,166,A_813
17,-20,-22,90,avoid,order1,reward,normal,4,167,A_813
18,-20,-17,50,avoid,order1,reward,normal,4,168,A_813
19,-60,-57,95,avoid,order1,reward,normal,4,169,A_813
20,-80,-93,50,avoid,order1,reward,normal,4,170,A_813
21,-20,-17,70,avoid,order1,reward,normal,4,171,A_813
22,-80,-76,90,avoid,order1,reward,normal,4,172,A_813
23,-40,-36,90,avoid,order1,reward,normal,4,173,A_813
24,-100,-95,55,avoid,order1,reward,normal,4,174,A_813
25,-40,-44,80,avoid,order1,reward,normal,4,175,A_813
26,-40,-35,100,avoid,order1,reward,normal,4,176,A_813
27,-40,-41,70,avoid,order1,reward,normal,4,177,A_813
28,-80,-86,95,avoid,order1,reward,normal,4,178,A_813
29,-60,-51,75,avoid,order1,reward,normal,4,179,A_813
30,-40,-37,90,avoid,order1,reward,normal,4,180,A_813
31,-100,-103,80,avoid,order1,reward,normal,4,181,A_813
32,-20,-19,65,avoid,order1,reward,normal,4,182,A_813
33,-20,-20,100,avoid,order1,reward,normal,4,183,A_813
34,-20,-22,55,avoid,order1,reward,normal,4,184,A_813
35,-80,-85,75,avoid,order1,reward,normal,4,185,A_813
36,-60,-59,60,avoid,order1,reward,normal,4,186,A_813
37,-20,-19,65,avoid,order1,reward,normal,4,187,A_813
38,-60,-62,95,avoid,order1,reward,normal,4,188,A_813
39,-60,-59,85,avoid,order1,reward,normal,4,189,A_813
40,-100,-97,85,avoid,order1,reward,normal,4,190,A_813
41,-20,-21,60,avoid,order1,reward,normal,4,191,A_813
42,-60,-54,65,avoid,order1,reward,normal,4,192,A_813
43,-100,-99,90,avoid,order1,reward,normal,4,193,A_813
44,-40,-32,85,avoid,order1,reward,normal,4,194,A_813
45,-40,-43,95,avoid,order1,reward,normal,4,195,A_813
46,-40,-38,80,avoid,order1,reward,normal,4,196,A_813
47,-60,-61,55,avoid,order1,reward,normal,4,197,A_813
48,-60,-58,100,avoid,order1,reward,normal,4,198,A_813
49,-40,-42,75,avoid,order1,reward,normal,4,199,A_813
50,-60,-59,90,avoid,order1,reward,normal,4,200,A_813
1,-100,-115,65,avoid,order1,reward,shifted,5,201,A_813
2,-60,-59,50,avoid,order1,reward,shifted,5,202,A_813
3,-20,-19,55,avoid,order1,reward,shifted,5,203,A_813
4,-80,-88,100,avoid,order1,reward,shifted,5,204,A_813
5,-20,-18,95,avoid,order1,reward,shifted,5,205,A_813
6,-20,-21,75,avoid,order1,reward,shifted,5,206,A_813
7,-80,-87,65,avoid,order1,reward,shifted,5,207,A_813
8,-100,-100,60,avoid,order1,reward,shifted,5,208,A_813
9,-20,-20,60,avoid,order1,reward,shifted,5,209,A_813
10,-60,-63,100,avoid,order1,reward,shifted,5,210,A_813
11,-80,-93,80,avoid,order1,reward,shifted,5,211,A_813
12,-20,-16,70,avoid,order1,reward,shifted,5,212,A_813
13,-20,-21,50,avoid,order1,reward,shifted,5,213,A_813
14,-40,-39,50,avoid,order1,reward,shifted,5,214,A_813
15,-40,-38,85,avoid,order1,reward,shifted,5,215,A_813
16,-60,-52,80,avoid,order1,reward,shifted,5,216,A_813
17,-20,-22,90,avoid,order1,reward,shifted,5,217,A_813
18,-20,-17,50,avoid,order1,reward,shifted,5,218,A_813
19,-60,-57,95,avoid,order1,reward,shifted,5,219,A_813
20,-80,-93,50,avoid,order1,reward,shifted,5,220,A_813
21,-20,-17,70,avoid,order1,reward,shifted,5,221,A_813
22,-80,-76,90,avoid,order1,reward,shifted,5,222,A_813
23,-40,-36,90,avoid,order1,reward,shifted,5,223,A_813
24,-100,-95,55,avoid,order1,reward,shifted,5,224,A_813
25,-40,-44,80,avoid,order1,reward,shifted,5,225,A_813
26,-40,-35,100,avoid,order1,reward,shifted,5,226,A_813
27,-40,-41,70,avoid,order1,reward,shifted,5,227,A_813
28,-80,-86,95,avoid,order1,reward,shifted,5,228,A_813
29,-60,-51,75,avoid,order1,reward,shifted,5,229,A_813
30,-40,-37,90,avoid,order1,reward,shifted,5,230,A_813
31,-100,-103,80,avoid,order1,reward,shifted,5,231,A_813
32,-20,-19,65,avoid,order1,reward,shifted,5,232,A_813
33,-20,-20,100,avoid,order1,reward,shifted,5,233,A_813
34,-20,-22,55,avoid,order1,reward,shifted,5,234,A_813
35,-80,-85,75,avoid,order1,reward,shifted,5,235,A_813
36,-60,-59,60,avoid,order1,reward,shifted,5,236,A_813
37,-20,-19,65,avoid,order1,reward,shifted,5,237,A_813
38,-60,-62,95,avoid,order1,reward,shifted,5,238,A_813
39,-60,-59,85,avoid,order1,reward,shifted,5,239,A_813
40,-100,-97,85,avoid,order1,reward,shifted,5,240,A_813
41,-20,-21,60,avoid,order1,reward,shifted,5,241,A_813
42,-60,-54,65,avoid,order1,reward,shifted,5,242,A_813
43,-100,-99,90,avoid,order1,reward,shifted,5,243,A_813
44,-40,-32,85,avoid,order1,reward,shifted,5,244,A_813
45,-40,-43,95,avoid,order1,reward,shifted,5,245,A_813
46,-40,-38,80,avoid,order1,reward,shifted,5,246,A_813
47,-60,-61,55,avoid,order1,reward,shifted,5,247,A_813
48,-60,-58,100,avoid,order1,reward,shifted,5,248,A_813
49,-40,-42,75,avoid,order1,reward,shifted,5,249,A_813
50,-60,-59,90,avoid,order1,reward,shifted,5,250,A_813
1,-100,-115,65,avoid,order1,heart,normal,6,251,A_813
2,-60,-59,50,avoid,order1,heart,normal,6,252,A_813
3,-20,-19,55,avoid,order1,heart,normal,6,253,A_813
4,-80,-88,100,avoid,order1,heart,normal,6,254,A_813
5,-20,-18,95,avoid,order1,heart,normal,6,255,A_813
6,-20,-21,75,avoid,order1,heart,normal,6,256,A_813
7,-80,-87,65,avoid,order1,heart,normal,6,257,A_813
8,-100,-100,60,avoid,order1,heart,normal,6,258,A_813
9,-20,-20,60,avoid,order1,heart,normal,6,259,A_813
10,-60,-63,100,avoid,order1,heart,normal,6,260,A_813
11,-80,-93,80,avoid,order1,heart,normal,6,261,A_813
12,-20,-16,70,avoid,order1,heart,normal,6,262,A_813
13,-20,-21,50,avoid,order1,heart,normal,6,263,A_813
14,-40,-39,50,avoid,order1,heart,normal,6,264,A_813
15,-40,-38,85,avoid,order1,heart,normal,6,265,A_813
16,-60,-52,80,avoid,order1,heart,normal,6,266,A_813
17,-20,-22,90,avoid,order1,heart,normal,6,267,A_813
18,-20,-17,50,avoid,order1,heart,normal,6,268,A_813
19,-60,-57,95,avoid,order1,heart,normal,6,269,A_813
20,-80,-93,50,avoid,order1,heart,normal,6,270,A_813
21,-20,-17,70,avoid,order1,heart,normal,6,271,A_813
22,-80,-76,90,avoid,order1,heart,normal,6,272,A_813
23,-40,-36,90,avoid,order1,heart,normal,6,273,A_813
24,-100,-95,55,avoid,order1,heart,normal,6,274,A_813
25,-40,-44,80,avoid,order1,heart,normal,6,275,A_813
26,-40,-35,100,avoid,order1,heart,normal,6,276,A_813
27,-40,-41,70,avoid,order1,heart,normal,6,277,A_813
28,-80,-86,95,avoid,order1,heart,normal,6,278,A_813
29,-60,-51,75,avoid,order1,heart,normal,6,279,A_813
30,-40,-37,90,avoid,order1,heart,normal,6,280,A_813
31,-100,-103,80,avoid,order1,heart,normal,6,281,A_813
32,-20,-19,65,avoid,order1,heart,normal,6,282,A_813
33,-20,-20,100,avoid,order1,heart,normal,6,283,A_813
34,-20,-22,55,avoid,order1,heart,normal,6,284,A_813
35,-80,-85,75,avoid,order1,heart,normal,6,285,A_813
36,-60,-59,60,avoid,order1,heart,normal,6,286,A_813
37,-20,-19,65,avoid,order1,heart,normal,6,287,A_813
38,-60,-62,95,avoid,order1,heart,normal,6,288,A_813
39,-60,-59,85,avoid,order1,heart,normal,6,289,A_813
40,-100,-97,85,avoid,order1,heart,normal,6,290,A_813
41,-20,-21,60,avoid,order1,heart,normal,6,291,A_813
42,-60,-54,65,avoid,order1,heart,normal,6,292,A_813
43,-100,-99,90,avoid,order1,heart,normal,6,293,A_813
44,-40,-32,85,avoid,order1,heart,normal,6,294,A_813
45,-40,-43,95,avoid,order1,heart,normal,6,295,A_813
46,-40,-38,80,avoid,order1,heart,normal,6,296,A_813
47,-60,-61,55,avoid,order1,heart,normal,6,297,A_813
48,-60,-58,100,avoid,order1,heart,normal,6,298,A_813
49,-40,-42,75,avoid,order1,heart,normal,6,299,A_813
50,-60,-59,90,avoid,order1,heart,normal,6,300,A_813
1,40,32,50,approach,order1,reward,shifted,7,301,A_813
2,80,91,95,approach,order1,reward,shifted,7,302,A_813
3,60,58,90,approach,order1,reward,shifted,7,303,A_813
4,20,19,65,approach,order1,reward,shifted,7,304,A_813
5,100,95,50,approach,order1,reward,shifted,7,305,A_813
6,80,94,70,approach,order1,reward,shifted,7,306,A_813
7,80,82,85,approach,order1,reward,shifted,7,307,A_813
8,60,71,70,approach,order1,reward,shifted,7,308,A_813
9,80,91,55,approach,order1,reward,shifted,7,309,A_813
10,80,87,75,approach,order1,reward,shifted,7,310,A_813
11,100,114,90,approach,order1,reward,shifted,7,311,A_813
12,40,40,60,approach,order1,reward,shifted,7,312,A_813
13,100,85,55,approach,order1,reward,shifted,7,313,A_813
14,40,42,60,approach,order1,reward,shifted,7,314,A_813
15,20,18,50,approach,order1,reward,shifted,7,315,A_813
16,40,34,95,approach,order1,reward,shifted,7,316,A_813
17,80,74,80,approach,order1,reward,shifted,7,317,A_813
18,60,67,75,approach,order1,reward,shifted,7,318,A_813
19,80,72,85,approach,order1,reward,shifted,7,319,A_813
20,20,20,90,approach,order1,reward,shifted,7,320,A_813
21,40,38,70,approach,order1,reward,shifted,7,321,A_813
22,40,39,55,approach,order1,reward,shifted,7,322,A_813
23,100,119,60,approach,order1,reward,shifted,7,323,A_813
24,80,98,80,approach,order1,reward,shifted,7,324,A_813
25,80,97,65,approach,order1,reward,shifted,7,325,A_813
26,20,21,55,approach,order1,reward,shifted,7,326,A_813
27,40,35,75,approach,order1,reward,shifted,7,327,A_813
28,60,60,65,approach,order1,reward,shifted,7,328,A_813
29,80,77,90,approach,order1,reward,shifted,7,329,A_813
30,80,59,50,approach,order1,reward,shifted,7,330,A_813
31,20,23,80,approach,order1,reward,shifted,7,331,A_813
32,40,41,50,approach,order1,reward,shifted,7,332,A_813
33,20,20,55,approach,order1,reward,shifted,7,333,A_813
34,80,81,100,approach,order1,reward,shifted,7,334,A_813
35,100,98,90,approach,order1,reward,shifted,7,335,A_813
36,40,34,65,approach,order1,reward,shifted,7,336,A_813
37,100,91,95,approach,order1,reward,shifted,7,337,A_813
38,60,62,65,approach,order1,reward,shifted,7,338,A_813
39,100,83,80,approach,order1,reward,shifted,7,339,A_813
40,20,16,85,approach,order1,reward,shifted,7,340,A_813
41,100,101,85,approach,order1,reward,shifted,7,341,A_813
42,40,41,90,approach,order1,reward,shifted,7,342,A_813
43,40,36,55,approach,order1,reward,shifted,7,343,A_813
44,40,43,80,approach,order1,reward,shifted,7,344,A_813
45,80,86,75,approach,order1,reward,shifted,7,345,A_813
46,100,104,75,approach,order1,reward,shifted,7,346,A_813
47,60,67,75,approach,order1,reward,shifted,7,347,A_813
48,100,98,85,approach,order1,reward,shifted,7,348,A_813
49,100,98,65,approach,order1,reward,shifted,7,349,A_813
50,60,65,70,approach,order1,reward,shifted,7,350,A_813
1,-100,-115,65,avoid,order1,heart,shifted,8,351,A_813
2,-60,-59,50,avoid,order1,heart,shifted,8,352,A_813
3,-20,-19,55,avoid,order1,heart,shifted,8,353,A_813
4,-80,-88,100,avoid,order1,heart,shifted,8,354,A_813
5,-20,-18,95,avoid,order1,heart,shifted,8,355,A_813
6,-20,-21,75,avoid,order1,heart,shifted,8,356,A_813
7,-80,-87,65,avoid,order1,heart,shifted,8,357,A_813
8,-100,-100,60,avoid,order1,heart,shifted,8,358,A_813
9,-20,-20,60,avoid,order1,heart,shifted,8,359,A_813
10,-60,-63,100,avoid,order1,heart,shifted,8,360,A_813
11,-80,-93,80,avoid,order1,heart,shifted,8,361,A_813
12,-20,-16,70,avoid,order1,heart,shifted,8,362,A_813
13,-20,-21,50,avoid,order1,heart,shifted,8,363,A_813
14,-40,-39,50,avoid,order1,heart,shifted,8,364,A_813
15,-40,-38,85,avoid,order1,heart,shifted,8,365,A_813
16,-60,-52,80,avoid,order1,heart,shifted,8,366,A_813
17,-20,-22,90,avoid,order1,heart,shifted,8,367,A_813
18,-20,-17,50,avoid,order1,heart,shifted,8,368,A_813
19,-60,-57,95,avoid,order1,heart,shifted,8,369,A_813
20,-80,-93,50,avoid,order1,heart,shifted,8,370,A_813
21,-20,-17,70,avoid,order1,heart,shifted,8,371,A_813
22,-80,-76,90,avoid,order1,heart,shifted,8,372,A_813
23,-40,-36,90,avoid,order1,heart,shifted,8,373,A_813
24,-100,-95,55,avoid,order1,heart,shifted,8,374,A_813
25,-40,-44,80,avoid,order1,heart,shifted,8,375,A_813
26,-40,-35,100,avoid,order1,heart,shifted,8,376,A_813
27,-40,-41,70,avoid,order1,heart,shifted,8,377,A_813
28,-80,-86,95,avoid,order1,heart,shifted,8,378,A_813
29,-60,-51,75,avoid,order1,heart,shifted,8,379,A_813
30,-40,-37,90,avoid,order1,heart,shifted,8,380,A_813
31,-100,-103,80,avoid,order1,heart,shifted,8,381,A_813
32,-20,-19,65,avoid,order1,heart,shifted,8,382,A_813
33,-20,-20,100,avoid,order1,heart,shifted,8,383,A_813
34,-20,-22,55,avoid,order1,heart,shifted,8,384,A_813
35,-80,-85,75,avoid,order1,heart,shifted,8,385,A_813
36,-60,-59,60,avoid,order1,heart,shifted,8,386,A_813
37,-20,-19,65,avoid,order1,heart,shifted,8,387,A_813
38,-60,-62,95,avoid,order1,heart,shifted,8,388,A_813
39,-60,-59,85,avoid,order1,heart,shifted,8,389,A_813
40,-100,-97,85,avoid,order1,heart,shifted,8,390,A_813
41,-20,-21,60,avoid,order1,heart,shifted,8,391,A_813
42,-60,-54,65,avoid,order1,heart,shifted,8,392,A_813
43,-100,-99,90,avoid,order1,heart,shifted,8,393,A_813
44,-40,-32,85,avoid,order1,heart,shifted,8,394,A_813
45,-40,-43,95,avoid,order1,heart,shifted,8,395,A_813
46,-40,-38,80,avoid,order1,heart,shifted,8,396,A_813
47,-60,-61,55,avoid,order1,heart,shifted,8,397,A_813
48,-60,-58,100,avoid,order1,heart,shifted,8,398,A_813
49,-40,-42,75,avoid,order1,heart,shifted,8,399,A_813
50,-60,-59,90,avoid,order1,heart,shifted,8,400,A_813
