outcome_level,actual_outcome,effort,action_type,trial_in_block,trial_order,attention_focus,global_effort_state,trial_in_experiment,block_number,schedule_version
60,73,65,approach,44,order1,heart,shifted,44,1,schedule_B_2
80,88,50,approach,45,order1,heart,shifted,45,1,schedule_B_2
100,93,85,approach,46,order1,heart,shifted,46,1,schedule_B_2
40,37,65,approach,47,order1,heart,shifted,47,1,schedule_B_2
100,98,90,approach,48,order1,heart,shifted,48,1,schedule_B_2
60,49,70,approach,49,order1,heart,shifted,49,1,schedule_B_2
20,20,60,approach,50,order1,heart,shifted,50,1,schedule_B_2
20,19,75,approach,1,order2,heart,normal,51,2,schedule_B_2
80,72,75,approach,2,order2,heart,normal,52,2,schedule_B_2
100,93,85,approach,3,order2,heart,normal,53,2,schedule_B_2
80,80,85,approach,4,order2,heart,normal,54,2,schedule_B_2
40,36,55,approach,5,order2,heart,normal,55,2,schedule_B_2
40,44,85,approach,6,order2,heart,normal,56,2,schedule_B_2
20,20,70,approach,7,order2,heart,normal,57,2,schedule_B_2
80,70,70,approach,8,order2,heart,normal,58,2,schedule_B_2
60,56,65,approach,9,order2,heart,normal,59,2,schedule_B_2
100,88,90,approach,10,order2,heart,normal,60,2,schedule_B_2
60,53,75,approach,11,order2,heart,normal,61,2,schedule_B_2
100,98,60,approach,12,order2,heart,normal,62,2,schedule_B_2
80,88,50,approach,13,order2,heart,normal,63,2,schedule_B_2
60,63,50,approach,14,order2,heart,normal,64,2,schedule_B_2
80,62,80,approach,15,order2,heart,normal,65,2,schedule_B_2
80,66,60,approach,16,order2,heart,normal,66,2,schedule_B_2
60,55,85,approach,17,order2,heart,normal,67,2,schedule_B_2
20,19,55,approach,18,order2,heart,normal,68,2,schedule_B_2
80,79,75,approach,19,order2,heart,normal,69,2,schedule_B_2
40,44,75,approach,20,order2,heart,normal,70,2,schedule_B_2
60,63,100,approach,21,order2,heart,normal,71,2,schedule_B_2
40,41,55,approach,22,order2,heart,normal,72,2,schedule_B_2
40,51,70,approach,23,order2,heart,normal,73,2,schedule_B_2
80,75,80,approach,24,order2,heart,normal,74,2,schedule_B_2
100,101,70,approach,25,order2,heart,normal,75,2,schedule_B_2
80,72,100,approach,26,order2,heart,normal,76,2,schedule_B_2
60,73,65,approach,27,order2,heart,normal,77,2,schedule_B_2
100,105,80,approach,28,order2,heart,normal,78,2,schedule_B_2
60,56,95,approach,29,order2,heart,normal,79,2,schedule_B_2
80,77,85,approach,30,order2,heart,normal,80,2,schedule_B_2
60,49,70,approach,31,order2,heart,normal,81,2,schedule_B_2
60,49,70,approach,32,order2,heart,normal,82,2,schedule_B_2
100,77,100,approach,33,order2,heart,normal,83,2,schedule_B_2
60,68,80,approach,34,order2,heart,normal,84,2,schedule_B_2
80,82,95,approach,35,order2,heart,normal,85,2,schedule_B_2
100,98,90,approach,36,order2,heart,normal,86,2,schedule_B_2
20,19,100,approach,37,order2,heart,normal,87,2,schedule_B_2
40,40,60,approach,38,order2,heart,normal,88,2,schedule_B_2
100,84,85,approach,39,order2,heart,normal,89,2,schedule_B_2
40,42,100,approach,40,order2,heart,normal,90,2,schedule_B_2
20,22,90,approach,41,order2,heart,normal,91,2,schedule_B_2
40,37,65,approach,42,order2,heart,normal,92,2,schedule_B_2
20,20,60,approach,43,order2,heart,normal,93,2,schedule_B_2
20,21,50,approach,44,order2,heart,normal,94,2,schedule_B_2
60,56,75,approach,45,order2,heart,normal,95,2,schedule_B_2
40,38,80,approach,46,order2,heart,normal,96,2,schedule_B_2
40,37,95,approach,47,order2,heart,normal,97,2,schedule_B_2
20,20,50,approach,48,order2,heart,normal,98,2,schedule_B_2
100,102,80,approach,49,order2,heart,normal,99,2,schedule_B_2
40,27,90,approach,50,order2,heart,normal,100,2,schedule_B_2
40,38,80,approach,1,order1,reward,shifted,101,3,schedule_B_2
60,56,65,approach,2,order1,reward,shifted,102,3,schedule_B_2
60,63,100,approach,3,order1,reward,shifted,103,3,schedule_B_2
80,80,85,approach,4,order1,reward,shifted,104,3,schedule_B_2
40,37,95,approach,5,order1,reward,shifted,105,3,schedule_B_2
40,41,55,approach,6,order1,reward,shifted,106,3,schedule_B_2
60,53,75,approach,7,order1,reward,shifted,107,3,schedule_B_2
20,21,50,approach,8,order1,reward,shifted,108,3,schedule_B_2
20,20,50,approach,9,order1,reward,shifted,109,3,schedule_B_2
40,40,60,approach,10,order1,reward,shifted,110,3,schedule_B_2
40,44,85,approach,11,order1,reward,shifted,111,3,schedule_B_2
20,20,70,approach,12,order1,reward,shifted,112,3,schedule_B_2
80,62,80,approach,13,order1,reward,shifted,113,3,schedule_B_2
100,101,70,approach,14,order1,reward,shifted,114,3,schedule_B_2
80,77,85,approach,15,order1,reward,shifted,115,3,schedule_B_2
80,79,75,approach,16,order1,reward,shifted,116,3,schedule_B_2
60,63,50,approach,17,order1,reward,shifted,117,3,schedule_B_2
80,72,75,approach,18,order1,reward,shifted,118,3,schedule_B_2
100,84,85,approach,19,order1,reward,shifted,119,3,schedule_B_2
80,70,70,approach,20,order1,reward,shifted,120,3,schedule_B_2
60,55,85,approach,21,order1,reward,shifted,121,3,schedule_B_2
80,72,100,approach,22,order1,reward,shifted,122,3,schedule_B_2
80,82,95,approach,23,order1,reward,shifted,123,3,schedule_B_2
100,88,90,approach,24,order1,reward,shifted,124,3,schedule_B_2
80,66,60,approach,25,order1,reward,shifted,125,3,schedule_B_2
40,42,100,approach,26,order1,reward,shifted,126,3,schedule_B_2
60,56,95,approach,27,order1,reward,shifted,127,3,schedule_B_2
60,49,70,approach,28,order1,reward,shifted,128,3,schedule_B_2
20,19,75,approach,29,order1,reward,shifted,129,3,schedule_B_2
100,105,80,approach,30,order1,reward,shifted,130,3,schedule_B_2
100,77,100,approach,31,order1,reward,shifted,131,3,schedule_B_2
60,68,80,approach,32,order1,reward,shifted,132,3,schedule_B_2
20,19,55,approach,33,order1,reward,shifted,133,3,schedule_B_2
60,56,75,approach,34,order1,reward,shifted,134,3,schedule_B_2
40,36,55,approach,35,order1,reward,shifted,135,3,schedule_B_2
100,98,60,approach,36,order1,reward,shifted,136,3,schedule_B_2
100,102,80,approach,37,order1,reward,shifted,137,3,schedule_B_2
40,51,70,approach,38,order1,reward,shifted,138,3,schedule_B_2
40,27,90,approach,39,order1,reward,shifted,139,3,schedule_B_2
20,22,90,approach,40,order1,reward,shifted,140,3,schedule_B_2
80,75,80,approach,41,order1,reward,shifted,141,3,schedule_B_2
20,19,100,approach,42,order1,reward,shifted,142,3,schedule_B_2
40,44,75,approach,43,order1,reward,shifted,143,3,schedule_B_2
60,73,65,approach,44,order1,reward,shifted,144,3,schedule_B_2
80,88,50,approach,45,order1,reward,shifted,145,3,schedule_B_2
100,93,85,approach,46,order1,reward,shifted,146,3,schedule_B_2
40,37,65,approach,47,order1,reward,shifted,147,3,schedule_B_2
100,98,90,approach,48,order1,reward,shifted,148,3,schedule_B_2
60,49,70,approach,49,order1,reward,shifted,149,3,schedule_B_2
20,20,60,approach,50,order1,reward,shifted,150,3,schedule_B_2
20,19,75,approach,1,order2,reward,normal,151,4,schedule_B_2
80,72,75,approach,2,order2,reward,normal,152,4,schedule_B_2
100,93,85,approach,3,order2,reward,normal,153,4,schedule_B_2
80,80,85,approach,4,order2,reward,normal,154,4,schedule_B_2
40,36,55,approach,5,order2,reward,normal,155,4,schedule_B_2
40,44,85,approach,6,order2,reward,normal,156,4,schedule_B_2
20,20,70,approach,7,order2,reward,normal,157,4,schedule_B_2
80,70,70,approach,8,order2,reward,normal,158,4,schedule_B_2
60,56,65,approach,9,order2,reward,normal,159,4,schedule_B_2
100,88,90,approach,10,order2,reward,normal,160,4,schedule_B_2
60,53,75,approach,11,order2,reward,normal,161,4,schedule_B_2
100,98,60,approach,12,order2,reward,normal,162,4,schedule_B_2
80,88,50,approach,13,order2,reward,normal,163,4,schedule_B_2
60,63,50,approach,14,order2,reward,normal,164,4,schedule_B_2
80,62,80,approach,15,order2,reward,normal,165,4,schedule_B_2
80,66,60,approach,16,order2,reward,normal,166,4,schedule_B_2
60,55,85,approach,17,order2,reward,normal,167,4,schedule_B_2
20,19,55,approach,18,order2,reward,normal,168,4,schedule_B_2
80,79,75,approach,19,order2,reward,normal,169,4,schedule_B_2
40,44,75,approach,20,order2,reward,normal,170,4,schedule_B_2
60,63,100,approach,21,order2,reward,normal,171,4,schedule_B_2
40,41,55,approach,22,order2,reward,normal,172,4,schedule_B_2
40,51,70,approach,23,order2,reward,normal,173,4,schedule_B_2
80,75,80,approach,24,order2,reward,normal,174,4,schedule_B_2
100,101,70,approach,25,order2,reward,normal,175,4,schedule_B_2
80,72,100,approach,26,order2,reward,normal,176,4,schedule_B_2
60,73,65,approach,27,order2,reward,normal,177,4,schedule_B_2
100,105,80,approach,28,order2,reward,normal,178,4,schedule_B_2
60,56,95,approach,29,order2,reward,normal,179,4,schedule_B_2
80,77,85,approach,30,order2,reward,normal,180,4,schedule_B_2
60,49,70,approach,31,order2,reward,normal,181,4,schedule_B_2
60,49,70,approach,32,order2,reward,normal,182,4,schedule_B_2
100,77,100,approach,33,order2,reward,normal,183,4,schedule_B_2
60,68,80,approach,34,order2,reward,normal,184,4,schedule_B_2
80,82,95,approach,35,order2,reward,normal,185,4,schedule_B_2
100,98,90,approach,36,order2,reward,normal,186,4,schedule_B_2
20,19,100,approach,37,order2,reward,normal,187,4,schedule_B_2
40,40,60,approach,38,order2,reward,normal,188,4,schedule_B_2
100,84,85,approach,39,order2,reward,normal,189,4,schedule_B_2
40,42,100,approach,40,order2,reward,normal,190,4,schedule_B_2
20,22,90,approach,41,order2,reward,normal,191,4,schedule_B_2
40,37,65,approach,42,order2,reward,normal,192,4,schedule_B_2
20,20,60,approach,43,order2,reward,normal,193,4,schedule_B_2
20,21,50,approach,44,order2,reward,normal,194,4,schedule_B_2
60,56,75,approach,45,order2,reward,normal,195,4,schedule_B_2
40,38,80,approach,46,order2,reward,normal,196,4,schedule_B_2
40,37,95,approach,47,order2,reward,normal,197,4,schedule_B_2
20,20,50,approach,48,order2,reward,normal,198,4,schedule_B_2
100,102,80,approach,49,order2,reward,normal,199,4,schedule_B_2
40,27,90,approach,50,order2,reward,normal,200,4,schedule_B_2
-20,-19,60,avoid,1,order1,heart,shifted,201,5,schedule_B_2
-80,-84,50,avoid,2,order1,heart,shifted,202,5,schedule_B_2
-100,-98,75,avoid,3,order1,heart,shifted,203,5,schedule_B_2
-40,-41,75,avoid,4,order1,heart,shifted,204,5,schedule_B_2
-80,-87,85,avoid,5,order1,heart,shifted,205,5,schedule_B_2
-60,-58,95,avoid,6,order1,heart,shifted,206,5,schedule_B_2
-20,-22,85,avoid,7,order1,heart,shifted,207,5,schedule_B_2
-60,-53,95,avoid,8,order1,heart,shifted,208,5,schedule_B_2
-60,-57,90,avoid,9,order1,heart,shifted,209,5,schedule_B_2
-80,-89,75,avoid,10,order1,heart,shifted,210,5,schedule_B_2
-100,-115,55,avoid,11,order1,heart,shifted,211,5,schedule_B_2
-80,-88,55,avoid,12,order1,heart,shifted,212,5,schedule_B_2
-20,-16,95,avoid,13,order1,heart,shifted,213,5,schedule_B_2
-60,-56,75,avoid,14,order1,heart,shifted,214,5,schedule_B_2
-80,-77,100,avoid,15,order1,heart,shifted,215,5,schedule_B_2
-20,-22,90,avoid,16,order1,heart,shifted,216,5,schedule_B_2
-20,-23,50,avoid,17,order1,heart,shifted,217,5,schedule_B_2
-60,-72,100,avoid,18,order1,heart,shifted,218,5,schedule_B_2
-20,-20,55,avoid,19,order1,heart,shifted,219,5,schedule_B_2
-100,-93,90,avoid,20,order1,heart,shifted,220,5,schedule_B_2
-20,-19,100,avoid,21,order1,heart,shifted,221,5,schedule_B_2
-100,-89,100,avoid,22,order1,heart,shifted,222,5,schedule_B_2
-60,-55,90,avoid,23,order1,heart,shifted,223,5,schedule_B_2
-80,-68,80,avoid,24,order1,heart,shifted,224,5,schedule_B_2
-80,-63,100,avoid,25,order1,heart,shifted,225,5,schedule_B_2
-40,-34,70,avoid,26,order1,heart,shifted,226,5,schedule_B_2
-40,-41,85,avoid,27,order1,heart,shifted,227,5,schedule_B_2
-20,-20,75,avoid,28,order1,heart,shifted,228,5,schedule_B_2
-100,-81,80,avoid,29,order1,heart,shifted,229,5,schedule_B_2
-20,-20,65,avoid,30,order1,heart,shifted,230,5,schedule_B_2
-60,-63,100,avoid,31,order1,heart,shifted,231,5,schedule_B_2
-80,-75,95,avoid,32,order1,heart,shifted,232,5,schedule_B_2
-100,-97,50,avoid,33,order1,heart,shifted,233,5,schedule_B_2
-20,-22,50,avoid,34,order1,heart,shifted,234,5,schedule_B_2
-20,-19,65,avoid,35,order1,heart,shifted,235,5,schedule_B_2
-40,-36,95,avoid,36,order1,heart,shifted,236,5,schedule_B_2
-80,-81,90,avoid,37,order1,heart,shifted,237,5,schedule_B_2
-80,-81,70,avoid,38,order1,heart,shifted,238,5,schedule_B_2
-60,-63,60,avoid,39,order1,heart,shifted,239,5,schedule_B_2
-100,-106,65,avoid,40,order1,heart,shifted,240,5,schedule_B_2
-40,-36,80,avoid,41,order1,heart,shifted,241,5,schedule_B_2
-40,-46,75,avoid,42,order1,heart,shifted,242,5,schedule_B_2
-20,-22,60,avoid,43,order1,heart,shifted,243,5,schedule_B_2
-40,-45,85,avoid,44,order1,heart,shifted,244,5,schedule_B_2
-40,-40,80,avoid,45,order1,heart,shifted,245,5,schedule_B_2
-20,-18,55,avoid,46,order1,heart,shifted,246,5,schedule_B_2
-60,-59,85,avoid,47,order1,heart,shifted,247,5,schedule_B_2
-80,-85,60,avoid,48,order1,heart,shifted,248,5,schedule_B_2
-40,-40,90,avoid,49,order1,heart,shifted,249,5,schedule_B_2
-60,-59,80,avoid,50,order1,heart,shifted,250,5,schedule_B_2
-100,-81,80,avoid,1,order2,heart,normal,251,6,schedule_B_2
-60,-72,100,avoid,2,order2,heart,normal,252,6,schedule_B_2
-20,-18,55,avoid,3,order2,heart,normal,253,6,schedule_B_2
-40,-41,75,avoid,4,order2,heart,normal,254,6,schedule_B_2
-20,-19,65,avoid,5,order2,heart,normal,255,6,schedule_B_2
-100,-115,55,avoid,6,order2,heart,normal,256,6,schedule_B_2
-80,-88,55,avoid,7,order2,heart,normal,257,6,schedule_B_2
-100,-93,90,avoid,8,order2,heart,normal,258,6,schedule_B_2
-80,-84,50,avoid,9,order2,heart,normal,259,6,schedule_B_2
-80,-68,80,avoid,10,order2,heart,normal,260,6,schedule_B_2
-20,-22,85,avoid,11,order2,heart,normal,261,6,schedule_B_2
-40,-36,95,avoid,12,order2,heart,normal,262,6,schedule_B_2
-40,-40,80,avoid,13,order2,heart,normal,263,6,schedule_B_2
-20,-23,50,avoid,14,order2,heart,normal,264,6,schedule_B_2
-20,-16,95,avoid,15,order2,heart,normal,265,6,schedule_B_2
-80,-63,100,avoid,16,order2,heart,normal,266,6,schedule_B_2
-20,-19,100,avoid,17,order2,heart,normal,267,6,schedule_B_2
-100,-97,50,avoid,18,order2,heart,normal,268,6,schedule_B_2
-20,-22,90,avoid,19,order2,heart,normal,269,6,schedule_B_2
-20,-22,60,avoid,20,order2,heart,normal,270,6,schedule_B_2
-100,-98,75,avoid,21,order2,heart,normal,271,6,schedule_B_2
-60,-58,95,avoid,22,order2,heart,normal,272,6,schedule_B_2
-80,-81,70,avoid,23,order2,heart,normal,273,6,schedule_B_2
-40,-36,80,avoid,24,order2,heart,normal,274,6,schedule_B_2
-60,-56,75,avoid,25,order2,heart,normal,275,6,schedule_B_2
-100,-89,100,avoid,26,order2,heart,normal,276,6,schedule_B_2
-40,-45,85,avoid,27,order2,heart,normal,277,6,schedule_B_2
-20,-20,65,avoid,28,order2,heart,normal,278,6,schedule_B_2
-40,-41,85,avoid,29,order2,heart,normal,279,6,schedule_B_2
-80,-77,100,avoid,30,order2,heart,normal,280,6,schedule_B_2
-20,-20,75,avoid,31,order2,heart,normal,281,6,schedule_B_2
-40,-40,90,avoid,32,order2,heart,normal,282,6,schedule_B_2
-60,-63,100,avoid,33,order2,heart,normal,283,6,schedule_B_2
-80,-75,95,avoid,34,order2,heart,normal,284,6,schedule_B_2
-60,-55,90,avoid,35,order2,heart,normal,285,6,schedule_B_2
-80,-85,60,avoid,36,order2,heart,normal,286,6,schedule_B_2
-40,-46,75,avoid,37,order2,heart,normal,287,6,schedule_B_2
-80,-89,75,avoid,38,order2,heart,normal,288,6,schedule_B_2
-20,-20,55,avoid,39,order2,heart,normal,289,6,schedule_B_2
-40,-34,70,avoid,40,order2,heart,normal,290,6,schedule_B_2
-100,-106,65,avoid,41,order2,heart,normal,291,6,schedule_B_2
-60,-59,85,avoid,42,order2,heart,normal,292,6,schedule_B_2
-60,-59,80,avoid,43,order2,heart,normal,293,6,schedule_B_2
-60,-53,95,avoid,44,order2,heart,normal,294,6,schedule_B_2
-20,-22,50,avoid,45,order2,heart,normal,295,6,schedule_B_2
-20,-19,60,avoid,46,order2,heart,normal,296,6,schedule_B_2
-80,-87,85,avoid,47,order2,heart,normal,297,6,schedule_B_2
-60,-57,90,avoid,48,order2,heart,normal,298,6,schedule_B_2
-80,-81,90,avoid,49,order2,heart,normal,299,6,schedule_B_2
-60,-63,60,avoid,50,order2,heart,normal,300,6,schedule_B_2
-20,-19,60,avoid,1,order1,reward,shifted,301,7,schedule_B_2
-80,-84,50,avoid,2,order1,reward,shifted,302,7,schedule_B_2
-100,-98,75,avoid,3,order1,reward,shifted,303,7,schedule_B_2
-40,-41,75,avoid,4,order1,reward,shifted,304,7,schedule_B_2
-80,-87,85,avoid,5,order1,reward,shifted,305,7,schedule_B_2
-60,-58,95,avoid,6,order1,reward,shifted,306,7,schedule_B_2
-20,-22,85,avoid,7,order1,reward,shifted,307,7,schedule_B_2
-60,-53,95,avoid,8,order1,reward,shifted,308,7,schedule_B_2
-60,-57,90,avoid,9,order1,reward,shifted,309,7,schedule_B_2
-80,-89,75,avoid,10,order1,reward,shifted,310,7,schedule_B_2
-100,-115,55,avoid,11,order1,reward,shifted,311,7,schedule_B_2
-80,-88,55,avoid,12,order1,reward,shifted,312,7,schedule_B_2
-20,-16,95,avoid,13,order1,reward,shifted,313,7,schedule_B_2
-60,-56,75,avoid,14,order1,reward,shifted,314,7,schedule_B_2
-80,-77,100,avoid,15,order1,reward,shifted,315,7,schedule_B_2
-20,-22,90,avoid,16,order1,reward,shifted,316,7,schedule_B_2
-20,-23,50,avoid,17,order1,reward,shifted,317,7,schedule_B_2
-60,-72,100,avoid,18,order1,reward,shifted,318,7,schedule_B_2
-20,-20,55,avoid,19,order1,reward,shifted,319,7,schedule_B_2
-100,-93,90,avoid,20,order1,reward,shifted,320,7,schedule_B_2
-20,-19,100,avoid,21,order1,reward,shifted,321,7,schedule_B_2
-100,-89,100,avoid,22,order1,reward,shifted,322,7,schedule_B_2
-60,-55,90,avoid,23,order1,reward,shifted,323,7,schedule_B_2
-80,-68,80,avoid,24,order1,reward,shifted,324,7,schedule_B_2
-80,-63,100,avoid,25,order1,reward,shifted,325,7,schedule_B_2
-40,-34,70,avoid,26,order1,reward,shifted,326,7,schedule_B_2
-40,-41,85,avoid,27,order1,reward,shifted,327,7,schedule_B_2
-20,-20,75,avoid,28,order1,reward,shifted,328,7,schedule_B_2
-100,-81,80,avoid,29,order1,reward,shifted,329,7,schedule_B_2
-20,-20,65,avoid,30,order1,reward,shifted,330,7,schedule_B_2
-60,-63,100,avoid,31,order1,reward,shifted,331,7,schedule_B_2
-80,-75,95,avoid,32,order1,reward,shifted,332,7,schedule_B_2
-100,-97,50,avoid,33,order1,reward,shifted,333,7,schedule_B_2
-20,-22,50,avoid,34,order1,reward,shifted,334,7,schedule_B_2
-20,-19,65,avoid,35,order1,reward,shifted,335,7,schedule_B_2
-40,-36,95,avoid,36,order1,reward,shifted,336,7,schedule_B_2
-80,-81,90,avoid,37,order1,reward,shifted,337,7,schedule_B_2
-80,-81,70,avoid,38,order1,reward,shifted,338,7,schedule_B_2
-60,-63,60,avoid,39,order1,reward,shifted,339,7,schedule_B_2
-100,-106,65,avoid,40,order1,reward,shifted,340,7,schedule_B_2
-40,-36,80,avoid,41,order1,reward,shifted,341,7,schedule_B_2
-40,-46,75,avoid,42,order1,reward,shifted,342,7,schedule_B_2
-20,-22,60,avoid,43,order1,reward,shifted,343,7,schedule_B_2
-40,-45,85,avoid,44,order1,reward,shifted,344,7,schedule_B_2
-40,-40,80,avoid,45,order1,reward,shifted,345,7,schedule_B_2
-20,-18,55,avoid,46,order1,reward,shifted,346,7,schedule_B_2
-60,-59,85,avoid,47,order1,reward,shifted,347,7,schedule_B_2
-80,-85,60,avoid,48,order1,reward,shifted,348,7,schedule_B_2
-40,-40,90,avoid,49,order1,reward,shifted,349,7,schedule_B_2
-60,-59,80,avoid,50,order1,reward,shifted,350,7,schedule_B_2
-100,-81,80,avoid,1,order2,reward,normal,351,8,schedule_B_2
-60,-72,100,avoid,2,order2,reward,normal,352,8,schedule_B_2
-20,-18,55,avoid,3,order2,reward,normal,353,8,schedule_B_2
-40,-41,75,avoid,4,order2,reward,normal,354,8,schedule_B_2
-20,-19,65,avoid,5,order2,reward,normal,355,8,schedule_B_2
-100,-115,55,avoid,6,order2,reward,normal,356,8,schedule_B_2
-80,-88,55,avoid,7,order2,reward,normal,357,8,schedule_B_2
-100,-93,90,avoid,8,order2,reward,normal,358,8,schedule_B_2
-80,-84,50,avoid,9,order2,reward,normal,359,8,schedule_B_2
-80,-68,80,avoid,10,order2,reward,normal,360,8,schedule_B_2
-20,-22,85,avoid,11,order2,reward,normal,361,8,schedule_B_2
-40,-36,95,avoid,12,order2,reward,normal,362,8,schedule_B_2
-40,-40,80,avoid,13,order2,reward,normal,363,8,schedule_B_2
-20,-23,50,avoid,14,order2,reward,normal,364,8,schedule_B_2
-20,-16,95,avoid,15,order2,reward,normal,365,8,schedule_B_2
-80,-63,100,avoid,16,order2,reward,normal,366,8,schedule_B_2
-20,-19,100,avoid,17,order2,reward,normal,367,8,schedule_B_2
-100,-97,50,avoid,18,order2,reward,normal,368,8,schedule_B_2
-20,-22,90,avoid,19,order2,reward,normal,369,8,schedule_B_2
-20,-22,60,avoid,20,order2,reward,normal,370,8,schedule_B_2
-100,-98,75,avoid,21,order2,reward,normal,371,8,schedule_B_2
-60,-58,95,avoid,22,order2,reward,normal,372,8,schedule_B_2
-80,-81,70,avoid,23,order2,reward,normal,373,8,schedule_B_2
-40,-36,80,avoid,24,order2,reward,normal,374,8,schedule_B_2
-60,-56,75,avoid,25,order2,reward,normal,375,8,schedule_B_2
-100,-89,100,avoid,26,order2,reward,normal,376,8,schedule_B_2
-40,-45,85,avoid,27,order2,reward,normal,377,8,schedule_B_2
-20,-20,65,avoid,28,order2,reward,normal,378,8,schedule_B_2
-40,-41,85,avoid,29,order2,reward,normal,379,8,schedule_B_2
-80,-77,100,avoid,30,order2,reward,normal,380,8,schedule_B_2
-20,-20,75,avoid,31,order2,reward,normal,381,8,schedule_B_2
-40,-40,90,avoid,32,order2,reward,normal,382,8,schedule_B_2
-60,-63,100,avoid,33,order2,reward,normal,383,8,schedule_B_2
-80,-75,95,avoid,34,order2,reward,normal,384,8,schedule_B_2
-60,-55,90,avoid,35,order2,reward,normal,385,8,schedule_B_2
-80,-85,60,avoid,36,order2,reward,normal,386,8,schedule_B_2
-40,-46,75,avoid,37,order2,reward,normal,387,8,schedule_B_2
-80,-89,75,avoid,38,order2,reward,normal,388,8,schedule_B_2
-20,-20,55,avoid,39,order2,reward,normal,389,8,schedule_B_2
-40,-34,70,avoid,40,order2,reward,normal,390,8,schedule_B_2
-100,-106,65,avoid,41,order2,reward,normal,391,8,schedule_B_2
-60,-59,85,avoid,42,order2,reward,normal,392,8,schedule_B_2
-60,-59,80,avoid,43,order2,reward,normal,393,8,schedule_B_2
-60,-53,95,avoid,44,order2,reward,normal,394,8,schedule_B_2
-20,-22,50,avoid,45,order2,reward,normal,395,8,schedule_B_2
-20,-19,60,avoid,46,order2,reward,normal,396,8,schedule_B_2
-80,-87,85,avoid,47,order2,reward,normal,397,8,schedule_B_2
-60,-57,90,avoid,48,order2,reward,normal,398,8,schedule_B_2
-80,-81,90,avoid,49,order2,reward,normal,399,8,schedule_B_2
-60,-63,60,avoid,50,order2,reward,normal,400,8,schedule_B_2
