expName,curec_ID,trial_schedule,session_nr,date,end_date,participant,age,gender,max_strength,block_number,trial_count,block_action_type,block_global_effort_state,block_attention_focus,trial_rating,trial_effort,trial_outcome_level,trial_actual_outcome,response,response_time,result,points,cumulative_points,effort_trace,effort_expended,effort_response_time,final_bonus_payment
reward-effort-pgACC-TUS,R88533/RE002,testing,1,2024-07-10_14h12.49.102,None,999,28,f,2.989898681640625,4,11,avoid,normal,heart,None,90,-40,-40,reject,0.37627849995624274,None,-40,-176,"null",None,None,None
reward-effort-pgACC-TUS,R88533/RE002,testing,1,2024-07-10_14h12.49.102,None,999,28,f,2.989898681640625,4,12,avoid,normal,heart,None,90,-60,-55,accept,1.3787483000196517,success,0,-176,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 20.0, 45.0, 63.0, 73.0, 82.0, 89.0, 99.0, 103.0, 109.0, 117.0, 131.0, 151.0, 160.0, 168.0, 175.0, 182.0, 184.0, 185.0, 185.0, 186.0, 186.0, 186.0, 186.0, 186.0, 186.0, 186.0, 186.0, 186.0, 186.0, 186.0, 186.0, 186.0, 186.0, 186.0, 186.0, 186.0, 186.0, 186.0, 186.0, 186.0, 186.0, 186.0, 186.0, 186.0, 186.0, 186.0, 186.0, 186.0, 186.0, 186.0, 186.0, 186.0, 186.0, 186.0, 186.0, 186.0, 186.0, 186.0, 186.0, 186.0, 186.0, 186.0, 186.0, 186.0, 186.0, 186.0, 186.0]",176.8709677419355,1.2630535999778658,None
reward-effort-pgACC-TUS,R88533/RE002,testing,1,2024-07-10_14h12.49.102,None,999,28,f,2.989898681640625,5,13,approach,shifted,reward,None,85,80,80,reject,1.1044134000549093,None,0,-176,"null",None,None,None
reward-effort-pgACC-TUS,R88533/RE002,testing,1,2024-07-10_14h12.49.102,None,999,28,f,2.989898681640625,5,14,approach,shifted,reward,None,70,40,51,accept,0.658867200021632,success,51,-125,"[0, 0, 0, 0, 0, 0, 12.0, 25.0, 41.0, 54.0, 73.0, 83.0, 93.0, 104.0, 118.0, 129.0, 137.0, 145.0, 150.0, 151.0, 151.0, 151.0, 151.0, 151.0, 151.0, 151.0, 151.0, 151.0, 151.0, 151.0, 151.0, 151.0, 151.0, 151.0, 151.0, 151.0, 151.0, 151.0, 151.0, 151.0, 151.0, 151.0, 151.0, 151.0, 151.0, 151.0, 148.0, 146.0, 146.0, 146.0, 146.0, 146.0, 146.0, 146.0, 146.0, 146.0, 146.0, 146.0, 146.0, 146.0, 146.0, 146.0, 146.0, 146.0, 146.0, 146.0, 146.0, 146.0, 146.0, 146.0, 146.0, 146.0]",144.81967213114754,1.1985742999240756,None
reward-effort-pgACC-TUS,R88533/RE002,testing,1,2024-07-10_14h12.49.102,None,999,28,f,2.989898681640625,5,15,approach,shifted,reward,None,60,20,20,reject,0.5229642000049353,None,0,-125,"null",None,None,None
reward-effort-pgACC-TUS,R88533/RE002,testing,1,2024-07-10_14h12.49.102,None,999,28,f,2.989898681640625,6,16,approach,normal,reward,None,100,80,72,accept,1.1672696999739856,success,72,-53,"[0, 0, 0, 0, 0, 15.0, 42.0, 65.0, 79.0, 91.0, 99.0, 107.0, 112.0, 115.0, 117.0, 120.0, 121.0, 123.0, 125.0, 126.0, 128.0, 131.0, 132.0, 135.0, 135.0, 136.0, 136.0, 135.0, 132.0, 132.0, 131.0, 131.0, 131.0, 131.0, 131.0, 131.0, 131.0, 131.0, 131.0, 131.0, 131.0, 131.0, 131.0, 131.0, 131.0, 131.0, 131.0, 131.0, 131.0, 131.0, 131.0, 131.0, 131.0, 131.0, 131.0, 131.0, 131.0, 131.0, 131.0, 131.0, 131.0, 131.0, 131.0, 131.0, 131.0, 131.0]",128.80357142857142,1.2069079999346286,None
reward-effort-pgACC-TUS,R88533/RE002,testing,1,2024-07-10_14h12.49.102,None,999,28,f,2.989898681640625,6,17,approach,normal,reward,None,60,100,98,accept,0.8729075000155717,success,98,45,"[0, 0, 0, 0, 0, 17.0, 54.0, 72.0, 82.0, 88.0, 94.0, 104.0, 108.0, 111.0, 116.0, 123.0, 129.0, 132.0, 133.0, 133.0, 133.0, 133.0, 133.0, 133.0, 133.0, 133.0, 133.0, 133.0, 133.0, 133.0, 133.0, 133.0, 132.0, 130.0, 127.0, 126.0, 125.0, 124.0, 124.0, 124.0, 124.0, 124.0, 124.0, 124.0, 124.0, 124.0, 124.0, 124.0, 124.0, 124.0, 124.0, 124.0, 124.0, 124.0, 124.0]",122.77083333333333,1.1725052000256255,None
reward-effort-pgACC-TUS,R88533/RE002,testing,1,2024-07-10_14h12.49.102,None,999,28,f,2.989898681640625,6,18,approach,normal,reward,None,85,60,55,reject,0.7494510000105947,None,0,45,"null",None,None,None
reward-effort-pgACC-TUS,R88533/RE002,testing,1,2024-07-10_14h12.49.102,None,999,28,f,2.989898681640625,7,19,approach,shifted,heart,None,85,80,80,reject,0.4439486999763176,None,0,45,"null",None,None,None
reward-effort-pgACC-TUS,R88533/RE002,testing,1,2024-07-10_14h12.49.102,None,999,28,f,2.989898681640625,7,20,approach,shifted,heart,None,70,40,51,reject,0.46175519993994385,None,0,45,"null",None,None,None
reward-effort-pgACC-TUS,R88533/RE002,testing,1,2024-07-10_14h12.49.102,None,999,28,f,2.989898681640625,7,21,approach,shifted,heart,None,60,20,20,reject,0.6141010998981073,None,0,45,"null",None,None,None
reward-effort-pgACC-TUS,R88533/RE002,testing,1,2024-07-10_14h12.49.102,None,999,28,f,2.989898681640625,8,22,approach,normal,heart,None,100,80,72,accept,0.779789200052619,success,72,117,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.0, 18.0, 33.0, 50.0, 71.0, 100.0, 112.0, 133.0, 154.0, 162.0, 169.0, 171.0, 172.0, 172.0, 172.0, 172.0, 172.0, 175.0, 177.0, 180.0, 182.0, 182.0, 182.0, 182.0, 182.0, 182.0, 182.0, 182.0, 182.0, 182.0, 182.0, 182.0, 185.0, 188.0, 191.0, 196.0, 200.0, 207.0, 211.0, 217.0, 222.0, 226.0, 229.0, 231.0, 231.0, 228.0, 224.0, 224.0, 224.0, 224.0, 224.0, 224.0, 224.0, 224.0, 224.0, 224.0, 224.0, 224.0, 224.0, 224.0, 224.0]",194.625,1.4683230000082403,None
reward-effort-pgACC-TUS,R88533/RE002,testing,1,2024-07-10_14h12.49.102,None,999,28,f,2.989898681640625,8,23,approach,normal,heart,None,60,100,98,accept,0.6029907000483945,success,98,215,"[0, 0, 0, 0, 0, 0, 0, 24.0, 45.0, 59.0, 73.0, 84.0, 87.0, 89.0, 91.0, 93.0, 95.0, 96.0, 96.0, 96.0, 96.0, 96.0, 96.0, 96.0, 96.0, 96.0, 96.0, 96.0, 96.0, 96.0, 96.0, 96.0, 96.0, 96.0, 96.0, 96.0, 96.0, 96.0, 96.0, 96.0, 96.0, 96.0, 96.0, 96.0, 96.0, 96.0, 96.0, 96.0, 96.0, 96.0, 96.0, 96.0, 96.0, 96.0, 96.0, 96.0, 96.0, 96.0]",94.0204081632653,1.2192390999989584,None
reward-effort-pgACC-TUS,R88533/RE002,testing,1,2024-07-10_14h12.49.102,None,999,28,f,2.989898681640625,8,24,approach,normal,heart,None,85,60,55,accept,7.048284900025465,success,55,270,"[0, 0, 0, 0, 27.0, 127.0, 175.0, 196.0, 203.0, 207.0, 207.0, 201.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0]",196.8709677419355,1.1123630000511184,None
reward-effort-pgACC-TUS,R88533/RE002,testing,1,2024-07-10_14h12.49.102,None,999,28,f,2.989898681640625,8,24,approach,normal,heart,None,85,60,55,accept,7.048284900025465,success,55,270,"[0, 0, 0, 0, 27.0, 127.0, 175.0, 196.0, 203.0, 207.0, 207.0, 201.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0, 198.0]",196.8709677419355,1.1123630000511184,14.9
