outcome_level,actual_outcome,effort,action_type,rating,trial_in_block,trial_order,attention_focus,global_effort_state,trial_in_experiment,block_number,schedule_version
-40,-39,50,avoid,False,17,order2,heart,shifted,67,2,schedule_A_7
-20,-20,60,avoid,True,18,order2,heart,shifted,68,2,schedule_A_7
-20,-21,50,avoid,False,19,order2,heart,shifted,69,2,schedule_A_7
-80,-87,65,avoid,False,20,order2,heart,shifted,70,2,schedule_A_7
-100,-95,55,avoid,False,21,order2,heart,shifted,71,2,schedule_A_7
-20,-18,95,avoid,False,22,order2,heart,shifted,72,2,schedule_A_7
-20,-20,100,avoid,True,23,order2,heart,shifted,73,2,schedule_A_7
-40,-36,90,avoid,False,24,order2,heart,shifted,74,2,schedule_A_7
-60,-57,95,avoid,False,25,order2,heart,shifted,75,2,schedule_A_7
-60,-52,80,avoid,False,26,order2,heart,shifted,76,2,schedule_A_7
-20,-19,65,avoid,False,27,order2,heart,shifted,77,2,schedule_A_7
-60,-59,85,avoid,False,28,order2,heart,shifted,78,2,schedule_A_7
-20,-17,70,avoid,False,29,order2,heart,shifted,79,2,schedule_A_7
-80,-93,50,avoid,True,30,order2,heart,shifted,80,2,schedule_A_7
-40,-43,95,avoid,False,31,order2,heart,shifted,81,2,schedule_A_7
-60,-58,100,avoid,False,32,order2,heart,shifted,82,2,schedule_A_7
-80,-86,95,avoid,False,33,order2,heart,shifted,83,2,schedule_A_7
-40,-42,75,avoid,False,34,order2,heart,shifted,84,2,schedule_A_7
-60,-63,100,avoid,False,35,order2,heart,shifted,85,2,schedule_A_7
-60,-62,95,avoid,False,36,order2,heart,shifted,86,2,schedule_A_7
-60,-59,60,avoid,False,37,order2,heart,shifted,87,2,schedule_A_7
-60,-59,90,avoid,False,38,order2,heart,shifted,88,2,schedule_A_7
-40,-41,70,avoid,False,39,order2,heart,shifted,89,2,schedule_A_7
-80,-85,75,avoid,False,40,order2,heart,shifted,90,2,schedule_A_7
-20,-19,55,avoid,True,41,order2,heart,shifted,91,2,schedule_A_7
-80,-88,100,avoid,False,42,order2,heart,shifted,92,2,schedule_A_7
-100,-115,65,avoid,False,43,order2,heart,shifted,93,2,schedule_A_7
-100,-103,80,avoid,False,44,order2,heart,shifted,94,2,schedule_A_7
-60,-54,65,avoid,False,45,order2,heart,shifted,95,2,schedule_A_7
-20,-19,65,avoid,False,46,order2,heart,shifted,96,2,schedule_A_7
-40,-32,85,avoid,False,47,order2,heart,shifted,97,2,schedule_A_7
-20,-16,70,avoid,False,48,order2,heart,shifted,98,2,schedule_A_7
-20,-21,60,avoid,False,49,order2,heart,shifted,99,2,schedule_A_7
-80,-93,80,avoid,True,50,order2,heart,shifted,100,2,schedule_A_7
100,95,50,approach,False,1,order1,heart,normal,101,3,schedule_A_7
40,38,70,approach,False,2,order1,heart,normal,102,3,schedule_A_7
100,119,60,approach,False,3,order1,heart,normal,103,3,schedule_A_7
80,74,80,approach,False,4,order1,heart,normal,104,3,schedule_A_7
60,71,70,approach,False,5,order1,heart,normal,105,3,schedule_A_7
80,59,50,approach,True,6,order1,heart,normal,106,3,schedule_A_7
20,23,80,approach,False,7,order1,heart,normal,107,3,schedule_A_7
100,98,85,approach,False,8,order1,heart,normal,108,3,schedule_A_7
20,20,55,approach,False,9,order1,heart,normal,109,3,schedule_A_7
60,67,75,approach,False,10,order1,heart,normal,110,3,schedule_A_7
60,65,70,approach,False,11,order1,heart,normal,111,3,schedule_A_7
40,42,60,approach,False,12,order1,heart,normal,112,3,schedule_A_7
80,98,80,approach,False,13,order1,heart,normal,113,3,schedule_A_7
40,41,90,approach,False,14,order1,heart,normal,114,3,schedule_A_7
40,34,65,approach,False,15,order1,heart,normal,115,3,schedule_A_7
40,35,75,approach,True,16,order1,heart,normal,116,3,schedule_A_7
80,91,95,approach,False,17,order1,heart,normal,117,3,schedule_A_7
60,62,65,approach,False,18,order1,heart,normal,118,3,schedule_A_7
100,101,85,approach,False,19,order1,heart,normal,119,3,schedule_A_7
100,85,55,approach,False,20,order1,heart,normal,120,3,schedule_A_7
20,20,90,approach,False,21,order1,heart,normal,121,3,schedule_A_7
100,98,65,approach,False,22,order1,heart,normal,122,3,schedule_A_7
20,21,55,approach,False,23,order1,heart,normal,123,3,schedule_A_7
80,72,85,approach,False,24,order1,heart,normal,124,3,schedule_A_7
40,39,55,approach,True,25,order1,heart,normal,125,3,schedule_A_7
20,18,50,approach,False,26,order1,heart,normal,126,3,schedule_A_7
100,104,75,approach,False,27,order1,heart,normal,127,3,schedule_A_7
80,86,75,approach,False,28,order1,heart,normal,128,3,schedule_A_7
60,60,65,approach,False,29,order1,heart,normal,129,3,schedule_A_7
100,91,95,approach,True,30,order1,heart,normal,130,3,schedule_A_7
100,98,90,approach,False,31,order1,heart,normal,131,3,schedule_A_7
20,19,65,approach,False,32,order1,heart,normal,132,3,schedule_A_7
60,67,75,approach,False,33,order1,heart,normal,133,3,schedule_A_7
100,114,90,approach,False,34,order1,heart,normal,134,3,schedule_A_7
80,82,85,approach,False,35,order1,heart,normal,135,3,schedule_A_7
40,34,95,approach,True,36,order1,heart,normal,136,3,schedule_A_7
40,43,80,approach,False,37,order1,heart,normal,137,3,schedule_A_7
80,91,55,approach,False,38,order1,heart,normal,138,3,schedule_A_7
40,36,55,approach,False,39,order1,heart,normal,139,3,schedule_A_7
40,40,60,approach,False,40,order1,heart,normal,140,3,schedule_A_7
40,32,50,approach,False,41,order1,heart,normal,141,3,schedule_A_7
40,41,50,approach,False,42,order1,heart,normal,142,3,schedule_A_7
80,94,70,approach,False,43,order1,heart,normal,143,3,schedule_A_7
60,58,90,approach,True,44,order1,heart,normal,144,3,schedule_A_7
100,83,80,approach,False,45,order1,heart,normal,145,3,schedule_A_7
80,77,90,approach,False,46,order1,heart,normal,146,3,schedule_A_7
80,81,100,approach,False,47,order1,heart,normal,147,3,schedule_A_7
80,97,65,approach,False,48,order1,heart,normal,148,3,schedule_A_7
20,16,85,approach,False,49,order1,heart,normal,149,3,schedule_A_7
80,87,75,approach,True,50,order1,heart,normal,150,3,schedule_A_7
100,95,50,approach,False,1,order2,heart,shifted,151,4,schedule_A_7
100,98,85,approach,False,2,order2,heart,shifted,152,4,schedule_A_7
80,81,100,approach,False,3,order2,heart,shifted,153,4,schedule_A_7
60,62,65,approach,False,4,order2,heart,shifted,154,4,schedule_A_7
100,83,80,approach,False,5,order2,heart,shifted,155,4,schedule_A_7
80,74,80,approach,False,6,order2,heart,shifted,156,4,schedule_A_7
80,91,55,approach,False,7,order2,heart,shifted,157,4,schedule_A_7
80,94,70,approach,False,8,order2,heart,shifted,158,4,schedule_A_7
100,98,65,approach,False,9,order2,heart,shifted,159,4,schedule_A_7
20,23,80,approach,False,10,order2,heart,shifted,160,4,schedule_A_7
100,119,60,approach,True,11,order2,heart,shifted,161,4,schedule_A_7
40,38,70,approach,False,12,order2,heart,shifted,162,4,schedule_A_7
40,34,95,approach,False,13,order2,heart,shifted,163,4,schedule_A_7
40,32,50,approach,False,14,order2,heart,shifted,164,4,schedule_A_7
80,86,75,approach,False,15,order2,heart,shifted,165,4,schedule_A_7
20,18,50,approach,False,16,order2,heart,shifted,166,4,schedule_A_7
40,34,65,approach,False,17,order2,heart,shifted,167,4,schedule_A_7
20,19,65,approach,False,18,order2,heart,shifted,168,4,schedule_A_7
20,16,85,approach,True,19,order2,heart,shifted,169,4,schedule_A_7
80,97,65,approach,False,20,order2,heart,shifted,170,4,schedule_A_7
100,101,85,approach,False,21,order2,heart,shifted,171,4,schedule_A_7
80,72,85,approach,False,22,order2,heart,shifted,172,4,schedule_A_7
80,91,95,approach,False,23,order2,heart,shifted,173,4,schedule_A_7
40,41,50,approach,False,24,order2,heart,shifted,174,4,schedule_A_7
60,67,75,approach,False,25,order2,heart,shifted,175,4,schedule_A_7
40,42,60,approach,False,26,order2,heart,shifted,176,4,schedule_A_7
60,65,70,approach,False,27,order2,heart,shifted,177,4,schedule_A_7
20,21,55,approach,False,28,order2,heart,shifted,178,4,schedule_A_7
40,36,55,approach,True,29,order2,heart,shifted,179,4,schedule_A_7
80,77,90,approach,False,30,order2,heart,shifted,180,4,schedule_A_7
60,71,70,approach,False,31,order2,heart,shifted,181,4,schedule_A_7
60,60,65,approach,False,32,order2,heart,shifted,182,4,schedule_A_7
40,40,60,approach,False,33,order2,heart,shifted,183,4,schedule_A_7
60,58,90,approach,True,34,order2,heart,shifted,184,4,schedule_A_7
40,39,55,approach,False,35,order2,heart,shifted,185,4,schedule_A_7
100,104,75,approach,False,36,order2,heart,shifted,186,4,schedule_A_7
40,41,90,approach,False,37,order2,heart,shifted,187,4,schedule_A_7
80,82,85,approach,False,38,order2,heart,shifted,188,4,schedule_A_7
40,43,80,approach,True,39,order2,heart,shifted,189,4,schedule_A_7
100,85,55,approach,False,40,order2,heart,shifted,190,4,schedule_A_7
100,98,90,approach,False,41,order2,heart,shifted,191,4,schedule_A_7
20,20,90,approach,False,42,order2,heart,shifted,192,4,schedule_A_7
80,59,50,approach,False,43,order2,heart,shifted,193,4,schedule_A_7
20,20,55,approach,False,44,order2,heart,shifted,194,4,schedule_A_7
80,87,75,approach,False,45,order2,heart,shifted,195,4,schedule_A_7
80,98,80,approach,True,46,order2,heart,shifted,196,4,schedule_A_7
60,67,75,approach,False,47,order2,heart,shifted,197,4,schedule_A_7
40,35,75,approach,False,48,order2,heart,shifted,198,4,schedule_A_7
100,91,95,approach,False,49,order2,heart,shifted,199,4,schedule_A_7
100,114,90,approach,True,50,order2,heart,shifted,200,4,schedule_A_7
