outcome_level,actual_outcome,effort,action_type,rating,trial_in_block,trial_order,attention_focus,global_effort_state,trial_in_experiment,block_number,schedule_version
40,43,80,approach,False,37,order1,heart,shifted,37,1,schedule_A_4
80,91,55,approach,False,38,order1,heart,shifted,38,1,schedule_A_4
40,36,55,approach,False,39,order1,heart,shifted,39,1,schedule_A_4
40,40,60,approach,False,40,order1,heart,shifted,40,1,schedule_A_4
40,32,50,approach,False,41,order1,heart,shifted,41,1,schedule_A_4
40,41,50,approach,False,42,order1,heart,shifted,42,1,schedule_A_4
80,94,70,approach,False,43,order1,heart,shifted,43,1,schedule_A_4
60,58,90,approach,True,44,order1,heart,shifted,44,1,schedule_A_4
100,83,80,approach,False,45,order1,heart,shifted,45,1,schedule_A_4
80,77,90,approach,False,46,order1,heart,shifted,46,1,schedule_A_4
80,81,100,approach,False,47,order1,heart,shifted,47,1,schedule_A_4
80,97,65,approach,False,48,order1,heart,shifted,48,1,schedule_A_4
20,16,85,approach,False,49,order1,heart,shifted,49,1,schedule_A_4
80,87,75,approach,True,50,order1,heart,shifted,50,1,schedule_A_4
100,95,50,approach,False,1,order2,heart,normal,51,2,schedule_A_4
100,98,85,approach,False,2,order2,heart,normal,52,2,schedule_A_4
80,81,100,approach,False,3,order2,heart,normal,53,2,schedule_A_4
60,62,65,approach,False,4,order2,heart,normal,54,2,schedule_A_4
100,83,80,approach,False,5,order2,heart,normal,55,2,schedule_A_4
80,74,80,approach,False,6,order2,heart,normal,56,2,schedule_A_4
80,91,55,approach,False,7,order2,heart,normal,57,2,schedule_A_4
80,94,70,approach,False,8,order2,heart,normal,58,2,schedule_A_4
100,98,65,approach,False,9,order2,heart,normal,59,2,schedule_A_4
20,23,80,approach,False,10,order2,heart,normal,60,2,schedule_A_4
100,119,60,approach,True,11,order2,heart,normal,61,2,schedule_A_4
40,38,70,approach,False,12,order2,heart,normal,62,2,schedule_A_4
40,34,95,approach,False,13,order2,heart,normal,63,2,schedule_A_4
40,32,50,approach,False,14,order2,heart,normal,64,2,schedule_A_4
80,86,75,approach,False,15,order2,heart,normal,65,2,schedule_A_4
20,18,50,approach,False,16,order2,heart,normal,66,2,schedule_A_4
40,34,65,approach,False,17,order2,heart,normal,67,2,schedule_A_4
20,19,65,approach,False,18,order2,heart,normal,68,2,schedule_A_4
20,16,85,approach,True,19,order2,heart,normal,69,2,schedule_A_4
80,97,65,approach,False,20,order2,heart,normal,70,2,schedule_A_4
100,101,85,approach,False,21,order2,heart,normal,71,2,schedule_A_4
80,72,85,approach,False,22,order2,heart,normal,72,2,schedule_A_4
80,91,95,approach,False,23,order2,heart,normal,73,2,schedule_A_4
40,41,50,approach,False,24,order2,heart,normal,74,2,schedule_A_4
60,67,75,approach,False,25,order2,heart,normal,75,2,schedule_A_4
40,42,60,approach,False,26,order2,heart,normal,76,2,schedule_A_4
60,65,70,approach,False,27,order2,heart,normal,77,2,schedule_A_4
20,21,55,approach,False,28,order2,heart,normal,78,2,schedule_A_4
40,36,55,approach,True,29,order2,heart,normal,79,2,schedule_A_4
80,77,90,approach,False,30,order2,heart,normal,80,2,schedule_A_4
60,71,70,approach,False,31,order2,heart,normal,81,2,schedule_A_4
60,60,65,approach,False,32,order2,heart,normal,82,2,schedule_A_4
40,40,60,approach,False,33,order2,heart,normal,83,2,schedule_A_4
60,58,90,approach,True,34,order2,heart,normal,84,2,schedule_A_4
40,39,55,approach,False,35,order2,heart,normal,85,2,schedule_A_4
100,104,75,approach,False,36,order2,heart,normal,86,2,schedule_A_4
40,41,90,approach,False,37,order2,heart,normal,87,2,schedule_A_4
80,82,85,approach,False,38,order2,heart,normal,88,2,schedule_A_4
40,43,80,approach,True,39,order2,heart,normal,89,2,schedule_A_4
100,85,55,approach,False,40,order2,heart,normal,90,2,schedule_A_4
100,98,90,approach,False,41,order2,heart,normal,91,2,schedule_A_4
20,20,90,approach,False,42,order2,heart,normal,92,2,schedule_A_4
80,59,50,approach,False,43,order2,heart,normal,93,2,schedule_A_4
20,20,55,approach,False,44,order2,heart,normal,94,2,schedule_A_4
80,87,75,approach,False,45,order2,heart,normal,95,2,schedule_A_4
80,98,80,approach,True,46,order2,heart,normal,96,2,schedule_A_4
60,67,75,approach,False,47,order2,heart,normal,97,2,schedule_A_4
40,35,75,approach,False,48,order2,heart,normal,98,2,schedule_A_4
100,91,95,approach,False,49,order2,heart,normal,99,2,schedule_A_4
100,114,90,approach,True,50,order2,heart,normal,100,2,schedule_A_4
-80,-87,65,avoid,False,1,order1,heart,shifted,101,3,schedule_A_4
-60,-59,85,avoid,False,2,order1,heart,shifted,102,3,schedule_A_4
-20,-17,70,avoid,False,3,order1,heart,shifted,103,3,schedule_A_4
-60,-62,95,avoid,False,4,order1,heart,shifted,104,3,schedule_A_4
-80,-88,100,avoid,True,5,order1,heart,shifted,105,3,schedule_A_4
-20,-19,65,avoid,False,6,order1,heart,shifted,106,3,schedule_A_4
-80,-93,50,avoid,False,7,order1,heart,shifted,107,3,schedule_A_4
-40,-32,85,avoid,False,8,order1,heart,shifted,108,3,schedule_A_4
-20,-22,55,avoid,False,9,order1,heart,shifted,109,3,schedule_A_4
-20,-21,50,avoid,True,10,order1,heart,shifted,110,3,schedule_A_4
-20,-18,95,avoid,False,11,order1,heart,shifted,111,3,schedule_A_4
-40,-38,80,avoid,False,12,order1,heart,shifted,112,3,schedule_A_4
-60,-59,50,avoid,False,13,order1,heart,shifted,113,3,schedule_A_4
-60,-57,95,avoid,False,14,order1,heart,shifted,114,3,schedule_A_4
-60,-61,55,avoid,False,15,order1,heart,shifted,115,3,schedule_A_4
-100,-115,65,avoid,False,16,order1,heart,shifted,116,3,schedule_A_4
-20,-21,75,avoid,False,17,order1,heart,shifted,117,3,schedule_A_4
-20,-22,90,avoid,True,18,order1,heart,shifted,118,3,schedule_A_4
-60,-52,80,avoid,False,19,order1,heart,shifted,119,3,schedule_A_4
-40,-42,75,avoid,False,20,order1,heart,shifted,120,3,schedule_A_4
-40,-37,90,avoid,False,21,order1,heart,shifted,121,3,schedule_A_4
-60,-59,60,avoid,False,22,order1,heart,shifted,122,3,schedule_A_4
-20,-19,65,avoid,False,23,order1,heart,shifted,123,3,schedule_A_4
-40,-36,90,avoid,False,24,order1,heart,shifted,124,3,schedule_A_4
-40,-39,50,avoid,False,25,order1,heart,shifted,125,3,schedule_A_4
-60,-51,75,avoid,False,26,order1,heart,shifted,126,3,schedule_A_4
-60,-63,100,avoid,False,27,order1,heart,shifted,127,3,schedule_A_4
-100,-95,55,avoid,True,28,order1,heart,shifted,128,3,schedule_A_4
-60,-58,100,avoid,False,29,order1,heart,shifted,129,3,schedule_A_4
-80,-85,75,avoid,False,30,order1,heart,shifted,130,3,schedule_A_4
-20,-20,60,avoid,False,31,order1,heart,shifted,131,3,schedule_A_4
-40,-38,85,avoid,False,32,order1,heart,shifted,132,3,schedule_A_4
-100,-100,60,avoid,False,33,order1,heart,shifted,133,3,schedule_A_4
-20,-19,55,avoid,True,34,order1,heart,shifted,134,3,schedule_A_4
-60,-54,65,avoid,False,35,order1,heart,shifted,135,3,schedule_A_4
-40,-43,95,avoid,False,36,order1,heart,shifted,136,3,schedule_A_4
-20,-21,60,avoid,False,37,order1,heart,shifted,137,3,schedule_A_4
-100,-97,85,avoid,False,38,order1,heart,shifted,138,3,schedule_A_4
-20,-20,100,avoid,False,39,order1,heart,shifted,139,3,schedule_A_4
-40,-35,100,avoid,False,40,order1,heart,shifted,140,3,schedule_A_4
-40,-41,70,avoid,False,41,order1,heart,shifted,141,3,schedule_A_4
-60,-59,90,avoid,False,42,order1,heart,shifted,142,3,schedule_A_4
-80,-86,95,avoid,False,43,order1,heart,shifted,143,3,schedule_A_4
-20,-16,70,avoid,False,44,order1,heart,shifted,144,3,schedule_A_4
-80,-93,80,avoid,True,45,order1,heart,shifted,145,3,schedule_A_4
-80,-76,90,avoid,False,46,order1,heart,shifted,146,3,schedule_A_4
-100,-103,80,avoid,False,47,order1,heart,shifted,147,3,schedule_A_4
-100,-99,90,avoid,False,48,order1,heart,shifted,148,3,schedule_A_4
-20,-17,50,avoid,False,49,order1,heart,shifted,149,3,schedule_A_4
-40,-44,80,avoid,True,50,order1,heart,shifted,150,3,schedule_A_4
-60,-51,75,avoid,False,1,order2,heart,normal,151,4,schedule_A_4
-40,-38,85,avoid,False,2,order2,heart,normal,152,4,schedule_A_4
-40,-35,100,avoid,False,3,order2,heart,normal,153,4,schedule_A_4
-80,-76,90,avoid,False,4,order2,heart,normal,154,4,schedule_A_4
-40,-38,80,avoid,True,5,order2,heart,normal,155,4,schedule_A_4
-100,-100,60,avoid,False,6,order2,heart,normal,156,4,schedule_A_4
-20,-22,90,avoid,False,7,order2,heart,normal,157,4,schedule_A_4
-20,-21,75,avoid,False,8,order2,heart,normal,158,4,schedule_A_4
-60,-59,50,avoid,False,9,order2,heart,normal,159,4,schedule_A_4
-100,-99,90,avoid,True,10,order2,heart,normal,160,4,schedule_A_4
-60,-61,55,avoid,False,11,order2,heart,normal,161,4,schedule_A_4
-40,-44,80,avoid,False,12,order2,heart,normal,162,4,schedule_A_4
-40,-37,90,avoid,False,13,order2,heart,normal,163,4,schedule_A_4
-100,-97,85,avoid,False,14,order2,heart,normal,164,4,schedule_A_4
-20,-17,50,avoid,False,15,order2,heart,normal,165,4,schedule_A_4
-20,-22,55,avoid,False,16,order2,heart,normal,166,4,schedule_A_4
-40,-39,50,avoid,False,17,order2,heart,normal,167,4,schedule_A_4
-20,-20,60,avoid,True,18,order2,heart,normal,168,4,schedule_A_4
-20,-21,50,avoid,False,19,order2,heart,normal,169,4,schedule_A_4
-80,-87,65,avoid,False,20,order2,heart,normal,170,4,schedule_A_4
-100,-95,55,avoid,False,21,order2,heart,normal,171,4,schedule_A_4
-20,-18,95,avoid,False,22,order2,heart,normal,172,4,schedule_A_4
-20,-20,100,avoid,True,23,order2,heart,normal,173,4,schedule_A_4
-40,-36,90,avoid,False,24,order2,heart,normal,174,4,schedule_A_4
-60,-57,95,avoid,False,25,order2,heart,normal,175,4,schedule_A_4
-60,-52,80,avoid,False,26,order2,heart,normal,176,4,schedule_A_4
-20,-19,65,avoid,False,27,order2,heart,normal,177,4,schedule_A_4
-60,-59,85,avoid,False,28,order2,heart,normal,178,4,schedule_A_4
-20,-17,70,avoid,False,29,order2,heart,normal,179,4,schedule_A_4
-80,-93,50,avoid,True,30,order2,heart,normal,180,4,schedule_A_4
-40,-43,95,avoid,False,31,order2,heart,normal,181,4,schedule_A_4
-60,-58,100,avoid,False,32,order2,heart,normal,182,4,schedule_A_4
-80,-86,95,avoid,False,33,order2,heart,normal,183,4,schedule_A_4
-40,-42,75,avoid,False,34,order2,heart,normal,184,4,schedule_A_4
-60,-63,100,avoid,False,35,order2,heart,normal,185,4,schedule_A_4
-60,-62,95,avoid,False,36,order2,heart,normal,186,4,schedule_A_4
-60,-59,60,avoid,False,37,order2,heart,normal,187,4,schedule_A_4
-60,-59,90,avoid,False,38,order2,heart,normal,188,4,schedule_A_4
-40,-41,70,avoid,False,39,order2,heart,normal,189,4,schedule_A_4
-80,-85,75,avoid,False,40,order2,heart,normal,190,4,schedule_A_4
-20,-19,55,avoid,True,41,order2,heart,normal,191,4,schedule_A_4
-80,-88,100,avoid,False,42,order2,heart,normal,192,4,schedule_A_4
-100,-115,65,avoid,False,43,order2,heart,normal,193,4,schedule_A_4
-100,-103,80,avoid,False,44,order2,heart,normal,194,4,schedule_A_4
-60,-54,65,avoid,False,45,order2,heart,normal,195,4,schedule_A_4
-20,-19,65,avoid,False,46,order2,heart,normal,196,4,schedule_A_4
-40,-32,85,avoid,False,47,order2,heart,normal,197,4,schedule_A_4
-20,-16,70,avoid,False,48,order2,heart,normal,198,4,schedule_A_4
-20,-21,60,avoid,False,49,order2,heart,normal,199,4,schedule_A_4
-80,-93,80,avoid,True,50,order2,heart,normal,200,4,schedule_A_4
